1,1
1,0.999995667
0,0.999957909
1,0.999668852
1,0.999645516
1,0.999568467
1,0.999438363
1,0.998542829
0,0.998264247
1,0.996954158
0,0.995766999
0,0.995349818
0,0.994401794
1,0.992785282
0,0.992474467
1,0.991810985
1,0.991113761
1,0.990697164
1,0.989993712
1,0.987446912
1,0.987268168
0,0.987220202
1,0.986108252
1,0.983565582
1,0.982042421
1,0.980426599
0,0.978699365
1,0.977308495
0,0.976443398
1,0.976210336
1,0.975408912
1,0.975358611
1,0.975345351
1,0.974645952
1,0.974318612
0,0.974176887
1,0.974140064
1,0.972683817
1,0.972152229
1,0.970538524
1,0.968243696
1,0.96409344
1,0.96325855
1,0.963169783
1,0.960599913
1,0.960572862
1,0.960134063
0,0.959361857
1,0.958454565
1,0.957866846
0,0.955967829
0,0.955599507
1,0.954626386
1,0.954553192
1,0.953545926
1,0.952833813
0,0.95251043
1,0.949982157
1,0.949606422
1,0.947043455
1,0.946131931
1,0.94563997
0,0.944927442
1,0.943852667
0,0.941861782
0,0.94058547
1,0.93934298
1,0.938800571
1,0.937832062
0,0.930854548
1,0.930793547
0,0.929646377
0,0.927051419
1,0.923221007
1,0.922484286
1,0.92094986
0,0.920216526
0,0.920025996
1,0.919784683
1,0.919084761
1,0.918120208
0,0.916550169
0,0.916394475
0,0.916062427
1,0.914582087
1,0.913655562
1,0.913511509
1,0.912396131
1,0.911126331
0,0.910579255
1,0.909767317
1,0.909519537
0,0.908800986
0,0.908605418
1,0.90738576
1,0.906136944
1,0.905969893
1,0.905908579
1,0.905694797
1,0.905308943
1,0.904813607
0,0.904581582
0,0.9042507
1,0.903303837
0,0.903176437
0,0.90292241
0,0.902249127
1,0.901564201
1,0.901557224
1,0.901212429
1,0.900794751
1,0.900146134
0,0.900084214
1,0.898717841
0,0.897633877
1,0.896567715
1,0.895742227
0,0.895234731
0,0.894891996
1,0.89452508
0,0.892376797
0,0.892355957
0,0.89213905
0,0.887393697
1,0.887152751
1,0.885299435
1,0.885160882
